Commission_Period,Commission_Amount,Agent_Name,Agent_ID,Company,Plan_Name,Source
2021-01-01,-10.42,Lisa D Daniels,76398792,Delta Care Corporation,,Healthfirst
2021-01-01,-10.42,Lisa D Daniels,76398792,Delta Care Corporation,,Healthfirst
2021-01-01,-10.42,Lisa D Daniels,76398792,Delta Care Corporation,,Healthfirst
2024-06-01,25.5,Kent F Jose,66853287,Eric R Wilson,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kent F Jose,66853287,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Brent  Becker,75158162,Todd Scott,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Brent  Becker,75158162,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Deborah  Ross JR,77876155,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Deborah  Ross JR,77876155,Laurie Lee,Healthfirst Signature (HMO),Healthfirst
2024-06-01,611.0,Deborah Martin,68884767,Andrew Hill,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,175.0,Deborah Martin,68884767,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,175.0,Deborah L White,44301450,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,611.0,Deborah L White,44301450,Jennifer Jackson,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Sara S Orr,94325540,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Sara S Orr,94325540,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Robert S Hughes,79343852,"Stacey Monroe DBA Dawson, Burns and Kelly",Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Robert S Hughes,79343852,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,David  Gonzalez,19514746,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,David  Gonzalez,19514746,Ethan Robbins,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Melissa  Morris,49056661,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Melissa  Morris,49056661,Brittany L Smith,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Carolyn  Smith,17868532,Campbell H Washington,,Healthfirst
2024-06-01,10.42,Eddie E Shepard,96277007,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Eddie E Shepard,96277007,Patrick De La Evans,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Philip  Evans,57785582,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Philip  Evans,57785582,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Philip  Mendoza,74358942,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Philip  Mendoza,74358942,Kevin V Parks,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Philip  Holloway,86230229,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Philip  Holloway,86230229,Brittany L Smith,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Philip  Singh,10454791,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Philip  Singh,10454791,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,John  Sellers,66627565,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,John  Sellers,66627565,Kathy Jones,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Samuel  Ward,42300176,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Samuel  Ward,42300176,Marvin Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Samuel A Cohen,77553887,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Samuel A Cohen,77553887,Tyler Cohen,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Samuel C Chapman,79882732,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Samuel C Chapman,79882732,Jennifer Jackson,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Samuel Olsen,32111275,"Alexis Freeman Anderson DBA Nguyen, Shelton and Odonnell",Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Samuel Olsen,32111275,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Samuel M Shepherd,14120560,Courtney Rivera,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Samuel M Shepherd,14120560,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Samuel M Schmidt,84662186,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Samuel M Schmidt,84662186,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Jennifer C Burch,49967733,Jeremy Long,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jennifer C Burch,49967733,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin  Barber,90032727,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin  Barber,90032727,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,356.42,Kevin Murray,43739779,Tracy g Perez DBA Miller PLC,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,102.08,Kevin Murray,43739779,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Kevin D Nelson,46575980,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin D Nelson,46575980,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Kevin Russell  Choi,92729010,Eric R Wilson,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin Russell  Choi,92729010,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin R Barry,74478237,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Kevin R Barry,74478237,Chris Kim,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Kevin S Shannon,53794022,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Kevin S Shannon,53794022,Eugene Tu,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jeremy  Mcguire,33432425,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy  Mcguire,33432425,Jennifer Jackson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jeremy  Ross,35451835,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy  Ross,35451835,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy C Navarro,20118632,James Gregory Martinez,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jeremy C Navarro,20118632,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Jeremy D Robert,35482170,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Jeremy D Robert,35482170,Jonathan Rios,Healthfirst Signature (HMO),Healthfirst
2024-06-01,102.08,Jeremy E Cochran,44947391,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,356.42,Jeremy E Cochran,44947391,Campbell H Washington,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy H Hutchinson,30031539,Daniel A Holland Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jeremy H Hutchinson,30031539,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Jeremy M Jones,85945443,Nicholas M Hooper,,Healthfirst
2024-06-01,10.42,Jeremy M Davis,93666480,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy M Davis,93666480,Brian Holmes,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jeremy M Taylor,73811860,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy M Taylor,73811860,Austin Davis,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Jeremy M Roberts,41503259,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy M Roberts,41503259,Todd Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Jeremy Page,93861976,Eric R Wilson,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Jeremy Page,93861976,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,175.0,Alejandro R Bowers,30150804,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,611.0,Alejandro R Bowers,30150804,Kirk Baker DBA Carter-Thomas,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Elizabeth  Nichols,53646041,Jeremy Long,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Elizabeth  Nichols,53646041,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Elizabeth C Salas Moreno,22421011,"Shelly Johnston DBA Mcgrath, Fernandez and Cohen",Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Elizabeth C Salas Moreno,22421011,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Elizabeth K Diaz,66539362,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Elizabeth K Diaz,66539362,Ronald F Roberts,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Elizabeth M Mathis,66941102,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Elizabeth M Mathis,66941102,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Lisa  Hernandez,21178183,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Lisa  Hernandez,21178183,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  White,77162665,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  White,77162665,Charlene Howard,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Alvarez,30415518,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory  Alvarez,30415518,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Gregory  Gonzalez,56458253,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory  Gonzalez,56458253,Jonathan Rios,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory  Page,35824472,Eric R Wilson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Page,35824472,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Smith,50398900,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gregory  Smith,50398900,Charles Megan Johnson,Healthfirst Signature (HMO),Healthfirst
2024-01-01,175.0,Gregory J Martinez,66904221,Victoria M Martinez,,Healthfirst
2024-06-01,10.42,Gregory K Bryant,35541746,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory K Bryant,35541746,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory R Hall,53655870,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory R Hall,53655870,Sierra Shelly Ward,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Shelley  Keith,76326796,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Shelley  Keith,76326796,Evan Barry,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2023-03-01,25.08,Shelley  Marsh,25198954,Kevin Nelson,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Shelley  Banks,56798695,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Shelley  Banks,56798695,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Shelley C Garza,22973628,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Shelley C Garza,22973628,Dillon Reese Parker,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Shelley Huff,55331344,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Shelley Huff,55331344,Jennifer Jackson,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Geoffrey  Wright,58778466,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,21.25,Geoffrey  Wright,58778466,Monica M Page Gilbert Ramirez May LLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Geoffrey Parker,57369961,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Geoffrey Parker,57369961,Dillon Reese Parker,Healthfirst Signature (HMO),Healthfirst
2024-01-01,175.0,Jeffrey Barnes,11779574,Anna Evans,,Healthfirst
2024-06-01,25.5,Richard G Chen,65396939,Steven Gregory Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Richard G Chen,65396939,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Mary A Rodriguez,96109481,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Mary A Rodriguez,96109481,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-05-01,10.42,Lawrence  Palmer,51138078,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-05-01,21.25,Lawrence  Palmer,51138078,Terri  Ray,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Leah H Jennifer,82626206,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Leah H Jennifer,82626206,Campbell H Washington,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Melissa  James Thomas,26271254,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Melissa  James Thomas,26271254,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Brandon  Moore,48438213,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Brandon  Moore,48438213,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Brandon Peterson Crane,16451159,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Brandon Peterson Crane,16451159,Patrick De La Evans,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Debbie Thomas,62845506,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,21.25,Debbie Thomas,62845506,Pamela Friedman,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Caitlin  Nelson De Weiss,85281945,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Caitlin  Nelson De Weiss,85281945,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Vincent,62106759,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Vincent,62106759,Jacqueline Margaret Flores,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Jimenez,80135408,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gregory  Jimenez,80135408,Kathy Jones,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory  Galloway,88806543,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Galloway,88806543,Elizabeth Roth,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Christopher SR,30698187,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Christopher SR,30698187,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Gomez,83140342,Paul Hooper,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Gomez,83140342,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Mcclure,52895648,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory  Mcclure,52895648,Jacqueline Margaret Flores,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Gregory  Hess,24486422,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Hess,24486422,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Warren,16964616,Benjamin Hensley,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Warren,16964616,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Holt,43922893,Daniel A Holland Parks,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory  Holt,43922893,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory  Gonzales,33870256,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Gonzales,33870256,Todd Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Vasquez,81695066,Courtney Rivera,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Vasquez,81695066,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory  Reed,85546372,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory  Reed,85546372,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory A Sanchez,20652651,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory A Sanchez,20652651,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory B Hunt,65407933,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gregory B Hunt,65407933,Cesar A White Sanders,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory C George,67266665,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory C George,67266665,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory Fleming,20224615,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory Fleming,20224615,Laurie Lee,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory E Daniel,80848439,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory E Daniel,80848439,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory F Cameron,22794265,Todd Scott,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory F Cameron,22794265,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory G Meadows,98486007,Steven Gregory Carpenter,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory G Meadows,98486007,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Gregory J Walker,38815841,Marvin Carpenter,,Healthfirst
2024-06-01,25.5,Gregory K Brandt,88008446,Tracy g Perez DBA Miller PLC,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory K Brandt,88008446,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory L Howard SR,21612162,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,25.5,Gregory L Howard SR,21612162,Dillon Reese Parker,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory L Le,80399284,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory L Le,80399284,Jennifer Jackson,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Gregory L Barker,18468286,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory L Barker,18468286,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory O Taylor,95381468,Dylan J Ward,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory O Taylor,95381468,Delta Care Corporation,Healthfirst Signature (HMO),Healthfirst
2024-06-01,10.42,Gregory T White,31468443,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory T White,31468443,Ronald F Roberts,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Gregory Perkins,32195292,Daniel A Holland Parks,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory Perkins,32195292,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory Patterson,10660906,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory Patterson,10660906,Todd Butler,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Gregory W Dakota,92827908,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gregory W Dakota,92827908,Campbell H Washington,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Phyllis Gregory,77965833,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Phyllis Gregory,77965833,Dillon Reese Parker,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Nancy Morris,16045973,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Nancy Morris,16045973,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Julie  Johnson,62204478,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Julie  Johnson,62204478,Kevin V Parks,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Julie Philip,17077998,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,21.25,Julie Philip,17077998,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Julie Brittany,74939585,Delta Care Corporation,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,21.25,Julie Brittany,74939585,Nicole Jonathan Mcclure DBA Ruiz-Huff,Healthfirst CompleteCare (HMO SNP),Healthfirst
2024-06-01,10.42,Gene G Burke,88540331,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Gene G Burke,88540331,Jonathan Rios,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-01-01,175.0,Carrie Sawyer,44349562,"Stacey Monroe DBA Dawson, Burns and Kelly",,Healthfirst
2024-06-01,10.42,Angela I Alexander,77871806,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Angela I Alexander,77871806,Laurie Lee,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Angela J Mason,53500833,Joseph M Moore,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Angela J Mason,53500833,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Angela T Boyle,83891832,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Angela T Boyle,83891832,Kathy Jones,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Angela Y Roberts,29906245,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,25.5,Angela Y Roberts,29906245,Javier Meyers,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
2024-06-01,10.42,Danielle  Rogers,22412880,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Danielle  Rogers,22412880,Charlene Howard,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Kathryn  Morrison,26201329,Delta Care Corporation,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,25.5,Kathryn  Morrison,26201329,Chelsea Butler Good Leach Senior Services Corp,Healthfirst Increased Benefits Plan (HMO),Healthfirst
2024-06-01,10.42,Kathryn DE LA Evans,21270115,Delta Care Corporation,Healthfirst Life Improvement Plan (HMO SNP),Healthfirst
